GeoName,StateAbbrev,HPI_med,HPI_med_annual_change,Med_house_count,grant_amount,number_of_properties,number_of_grants,protection_grant,accommodation_grant,relocation_grant,planning_grant,protection_amount,accommodation_amount,relocation_amount,planning_amount,unemployment_rate,population,fips,Schools,LawEnforcement,FireEMS,HospitalMedical,Census_Division,amenity_scale,amenity_rank,household_income,hh_income_pct_state_total,Mean_Jan_Temp,Mean_Jul_Temp,Mean_rel_humidity,pct_no_hs,pct_hs_only,pct_some_college,pct_bachelors_or_higher,white_only,black_only,asian_only,native_american_only,multiracial,hispanic,Inundated_2020,Inundated_2100,FP100_2020,FP100_2100,July_avg_temp_19,July_1901_2000_avg,X1,state_fips,Protection,Hardened_Structures_Limited,Accommodation,Retreat,Setback,State_Permitting_Authority,State_Climate_Policy,Years_since_policy_enacted,Standardized_Climate_data_expectations,Emphasized_green_protection,Climate_Policy_Mainstreaming,Years_since_first_state_climate_report,RPS,CAI,Barriers,grants_pc,grant_money_pc,pct_black,pct_hispanic,pct_white,pct_native_american,pct_asian,FP100_change_rate,July_avg_med,region
Glynn County,GA,398.425,4.9,42057,41959.3,0.1,0.2,0,0.1,0,0.05,0,4611.8,0,1097.4,5.69,79345,13127,37,11,13,4,5,2.06,4,58017,93.7,54.1,82.3,74,14.85,28,30.35,26.85,55975,20963,974,380,1334,5126,22131,99849,70588,228977,82.8,81.3,6,13,1,0,0,0,2,1,0,NA,0,1,1,0,0,1,"resources, state and local political differences",2.5206377213435002e-6,0.5288209717058416,26.420064276261897,6.46039447980339,70.5463482261012,0.478921167055265,1.2275505702942846,1979.8625,82.05,South
Grays Harbor County,WA,392.48,2.705,35749.5,35839.5245,0.2,0.55,0,0.1,0,0.35,0,8744.85,0,19184.7245,9.57,71393.5,53027,42,12,42,12,9,3.94,5,59346,75.4,39.7,60.5,63,14.6,34.15,36.65,14.6,64525,846,1078,3681,2665,6272,2804,11167,66987,35499,62.5,60.5,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",7.703782557235603e-6,0.5019998249140328,1.1849818260766036,8.785113490723946,90.37937627375041,5.155931562397137,1.5099413812181781,393.6,61.5,West
Gulf County,FL,195.615,7.0649999999999995,9305.5,165258.2,0,0.2,0.1,0,0,0.05,160773.95,0,0,1608,5.84,15838,12045,8,5,12,1,5,2.25,4,53228,89.9,53.7,81.4,74,20.95,36.45,27.85,14.65,12520,2967,46,66,262,678,170,2341,25957,21894,82.5,80.6,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",1.2627857052658165e-5,10.434284631897969,18.733425937618385,4.280843540851118,79.0503851496401,0.41671928273771935,0.29044071221113776,50.7875,81.55,South
Hampton County,SC,170.38,3.06,9145.5,11346.219000000001,0.05,0.25,0,0.05,0,0.1,0,442.15,0,2170.969,8.075000000000001,21072.5,45049,12,6,16,1,5,-0.69,3,37560,66.6,48.7,80.3,79,26.05,40.15,22.85,11,9241,11435,114,77,221,744,5,149,301,459,81.8,80.3,18,45,1,1,0,1,2,1,0,NA,0,1,1,0,0,1,differences between property owners and governance priorities,1.1863803535413454e-5,0.5384372523431012,54.26503737098114,3.5306679321390435,43.85336338830229,0.3654051488907344,0.5409894412148535,1.975,81.05,East
Hancock County,ME,220.865,2.79,40802.5,10936.45,0.05,0.3,0.1,0.2,0,0,2480.5,8455.95,0,0,5.795,54360.5,23009,45,12,56,4,1,1.87,4,58926,100.2,23.7,66.4,75,9.05,32.6,27.7,30.6,52914,229,457,227,591,594,245,866,1522,2419,69.7,66.5,8,23,1,0,1,1,2,1,1,15,1,0,2,17,1,3,local political differences,5.518713036119977e-6,0.20118376394624776,0.42126176175715824,1.0927051811517554,97.33906053108416,0.41758261973307825,0.8406839525022765,11.2125,75.15,Northeast
Hancock County,MS,259.96500000000003,4.04,23943.5,1607932.45,5.9,1.4,0,0.3,0.1,0.25,0,118275.15,81802.7,20058.45,6.705,45392.5,28045,16,3,16,3,6,0.25,4,50401,109.7,51.2,82,76,17.3,28.7,34.3,19.65,39204,3181,432,223,888,1446,395,42408,54369,135160,81.2,80.6,11,28,1,0,1,0,2,1,0,NA,0,1,1,0,0,1,"resources, resident perceptions conflicting with public officials",3.084209946577078e-5,35.42286611224321,7.007765600044061,3.1855482733931817,86.36669053257697,0.4912705843476345,0.9516990692294983,1009.8875,75.15,South
Hanover County,VA,263.28499999999997,3.6799999999999997,40054,15289.55,0,0.05,0,0.05,0,0,0,15289.55,0,0,3.77,99776.5,51085,27,4,19,3,5,-2.08,3,90824,118.8,37.5,77.9,72,10.15,27.15,28.5,34.25,87275,9385,1386,411,1404,2116,9,62,50,242,79.8,77.1,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",5.01120003207168e-7,0.1532379869007231,9.406022460198542,2.120739853572735,87.47049655981117,0.4119206426362921,1.3891046488902696,2.4,78.44999999999999,East
Harford County,MD,528.86,2.41,98505.5,216155.2,0.15,0.45,0.05,0.15,0.1,0,7815.45,5804.65,28975.7,0,4.78,244461,24025,77,12,31,8,5,0.04,3,91492,105.6,30.9,75.2,65,10.3,27.1,30.6,32,200906,31553,5950,686,5714,8613,0,0,0,0,78.8,75.4,9,24,1,0,0,0,2,0,0,NA,0,1,3,13,1,2,"resources, and political divides, perceived risk differences",1.8407844196006725e-6,0.8842113875014829,12.90717128703556,3.523261379115687,82.18325213428727,0.28061735818801364,2.433926065916445,0,77.1,East
Harris County,TX,359.87,3.85,1699701.5,56640327.2685,159.95,10.1,2.1,2.4,2.9,1.2,16436636.976,12883988.5685,25549539.174,154397.15,5.615,4071266,48201,1434,132,340,80,7,-0.04,3,61638,96.2,52.1,83.3,64,22,22.5,26.35,29.2,2918354,798077,261637,46842,67323,1671540,6226,159327,92719,708650,84.1,83.1,19,48,1,0,1,0,1,1,0,NA,1,0,1,0,1,1,"politics, state industry economic influences",2.480800812327173e-6,13.912214841403141,19.60267395940231,41.05700782017191,71.68173241443816,1.150551204465638,6.42642853598856,7699.1375,83.6,South
Harrison County,MS,334.655,2.435,90492,4162343.05,3.2,2.5,0,1,0.15,0.65,0,2790134.75,131080,44558.8,6.48,192842.5,28047,74,9,46,17,6,1,4,49619,108,52.4,82.1,76,15.7,28.75,34.8,20.75,134113,41847,5422,1049,4666,9937,1766,52576,86564,289775,80.4,80.7,11,28,1,0,1,0,2,1,0,NA,0,1,1,0,0,1,"resources, resident perceptions conflicting with public officials",1.2963947262662535e-5,21.584158315723972,21.700092044025567,5.152909757963105,69.54535436949843,0.54396722714132,2.8116208823262507,2540.1375,80.55000000000001,South
Henrico County,VA,433.275,4.49,134849.5,0,0,0,0,0,0,0,0,0,0,0,4.18,306008,51087,97,9,29,11,5,-0.93,3,68975,90.2,37.5,77.9,72,10.85,22.45,27.4,39.3,187282,91868,20434,1184,6151,15001,138,952,589,2309,80.3,77.8,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",0,0,30.02143734804319,4.902159420668741,61.201667930250196,0.3869179890721811,6.677603199916342,21.5,79.05,East
Hernando County,FL,224.8,7.375,85462,153579.624,0.7,0.75,0,0.35,0.3,0,0,91226.7,42190.8,0,7.355,172577.5,12053,33,9,20,5,5,3.71,5,50705,85.7,60.2,80.8,79,16.8,36.45,31.1,15.55,158160,9174,1956,682,2795,17796,1673,18350,19246,31277,82.6,80.4,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",4.345873593023424e-6,0.8899168431574221,5.315872578986252,10.311888861525981,91.64578232967797,0.39518477205893005,1.1334038330605092,150.3875,81.5,South
Hertford County,NC,189.685,1.815,10643.5,194376.05,3.4,0.15,0,0,0.1,0.05,0,0,193876.05,500,7.16,24095,37091,10,5,13,4,5,-1.25,3,42374,73.8,40.5,79.2,78,26.8,31.8,28.35,13,8941,15023,156,279,270,644,519,1013,2031,2005,80.4,77.9,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,6.22535795808259e-6,8.067069931521061,62.3490350695165,2.6727536833367918,37.10728366881096,1.1579165802033617,0.6474372276405894,0.325,79.15,East
Hillsborough County,FL,455.485,7.47,558683,1021671.073,0.75,0.9,0,0.75,0.05,0,0,594476.2995,19088.3235,0,5.59,1223774,12057,415,49,78,19,5,4.32,5,61133,103.3,60.4,81.9,72,15.25,26.9,28.5,29.3,937745,212420,43697,6008,29246,306635,17371,391091,308271,1694232,82.9,80.9,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",7.354299078097754e-7,0.8348527366981158,17.35778011299472,25.05650553125005,76.62730209989753,0.49094032068012555,3.5706756312848613,17324.5125,81.9,South
Horry County,SC,371.88,3.945,196045,971323.679,8.45,1.35,0.15,0.5,0.25,0.3,65321.925,136115.727,655107.7,38290.027,6.85,267957,45051,70,16,65,15,5,0.88,4,53648,95.2,46.5,80.8,73,14.65,32.35,31.85,21.15,222956,36792,2949,1641,4939,16683,2361,80153,30347,233237,81,80,18,45,1,1,0,1,2,1,0,NA,0,1,1,0,0,1,differences between property owners and governance priorities,5.03812178819736e-6,3.6249236967125325,13.730561246767206,6.225998947592338,83.20588751180227,0.6124116929208792,1.1005497150662233,2536.125,80.5,East
Howard County,MD,648.72,2.4,115820.5,190549.45,0.1,0.35,0,0.15,0.05,0.1,0,138852.65,18668.6,6683.2,3.655,285844,24027,112,7,11,7,5,-1.42,3,121329,140,32.3,74.8,65,5.7,14.85,21.7,57.75,183310,51160,41871,1234,9492,16729,0,0,0,0,77.4,74.5,9,24,1,0,0,0,2,0,0,NA,0,1,3,13,1,2,"resources, and political divides, perceived risk differences",1.2244441023775204e-6,0.6666204293250865,17.897874365038273,5.852492968192441,64.12938525909237,0.43170400638110296,14.648199717328334,0,75.95,East
Hudson County,NJ,622.405,7.125,276504,2126933.6565,0,1.3,0.05,0,0,0.15,1667500,0,0,66927.3065,6.38,632112,34017,199,21,78,8,2,0.49,4,77738,90.6,31,74.8,60,22.35,25.95,17.9,33.8,426529,95899,88763,7437,15588,267853,36200,693837,505324,1520486,80,75.2,13,34,1,0,1,1,2,0,0,NA,0,1,1,0,1,1,resources and partisanship,2.056597564988483e-6,3.3648050606538082,15.171203837294655,42.3742944288354,67.47680790745943,1.1765320069861038,14.042289973928671,12689.525,77.6,Northeast
Humboldt County,CA,642.61,4.5,62469.5,777423.36,0.2,0.85,0.1,0.15,0.05,0.2,159721.8,134656,151166.4,31300.23,6.74,134073.5,6023,99,13,71,6,9,11.15,7,51134,63.6,47.3,56.3,60,12.3,23.95,37.05,26.7,114662,1628,3107,8210,6949,13211,1233,18784,16441,31973,67.2,65.7,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",6.339806151103685e-6,5.798486352634935,1.214259342823153,9.853550477909504,85.52174739974716,6.1235068824189725,2.3173856131151944,194.15,66.45,West
Hyde County,NC,121.705,1.42,3369,233730.685,3,0.4444444444444444,0,0.3333333333333333,0.1111111111111111,0,0,174642,59088.685,0,8.677777777777777,5671.5,37095,6,2,7,0,5,1.48,4,43112,75.1,45,78.5,78,25.4,37.5,27.2,9.9,3825,1865,17,38,65,411,918,10829,20368,12846,81.4,79.4,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,7.836453221272052e-5,41.2114405360134,32.88371682976285,7.2467601163713296,67.4424755355726,0.6700167504187605,0.299744335713656,94.025,80.4,East
Iberia Parish,LA,170.76999999999998,2.585,30240,398353.2,1.8,0.45,0,0.25,0.05,0.1,0,139071.3,47840.9,9250,6.43,73140.5,22045,36,4,13,12,7,0.48,4,47731,93.4,51.9,81.9,75,26.6,41.1,19.95,12.4,46514,23680,1794,283,967,2299,3709,48609,81963,224244,82,82,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",6.1525420252801115e-6,5.44641067534403,32.37604336858512,3.1432653591375503,63.595408836417576,0.3869265318120603,2.4528134207450045,1778.5125,82,South
Indian River County,FL,191.86,7.385,77973.5,141908,0.2,0.4,0,0.25,0,0,0,103405.5,0,0,7.475,137643,12061,43,7,15,3,5,4.72,6,61173,103.3,62.5,81.9,72,14.5,29.75,29.6,26.1,121358,12639,1717,542,1768,15465,1770,52522,19844,176964,82.9,80.4,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",2.90606859774925e-6,1.0309859564235013,9.182450251738192,11.235587716048038,88.16866822141337,0.3937722949950233,1.2474299455838656,1964,81.65,South
Island County,WA,659.595,4.705,41120.5,82581.6,0.05,0.2,0,0,0,0.05,0,0,0,6551.4,6.72,78691.5,53029,35,6,28,8,9,3.41,5,72173,91.7,38.2,61.1,56,6.3,23,40.45,30.3,68795,1790,3523,705,3678,4295,1443,7468,7508,13056,63.5,61.3,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",2.5415705635297335e-6,1.0494348182459352,2.2747056543591113,5.458022785180102,87.423673459014,0.895903623644231,4.4769765476576255,69.35,62.4,West
Isle of Wight County,VA,244.22,2.92,15198,76526.55,1.35,0.35,0,0.05,0.3,0,0,1074.75,75451.8,0,4.25,35283,51093,12,3,9,4,5,0.51,4,78749,103,39.7,77.6,72,17.95,29.2,30.55,22.25,25493,8759,283,139,594,658,1499,8733,7594,16203,80.5,78.3,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",9.919791400957968e-6,2.1689354646713714,24.824986537425957,1.864920783380098,72.25292633846328,0.3939574299237593,0.8020859904203157,107.6125,79.4,East
Jackson County,MS,205.64,2.51,61367.5,2191578.7,9.5,1.85,0,0.65,0.3,0.25,0,1042436.9,242943.1,11440.95,7.235,139322.5,28059,61,6,45,11,6,0.85,4,53414,116.3,52.4,82.1,76,15.15,31.65,34.4,18.8,103253,30299,3078,609,2422,6378,2698,46419,86605,230210,81.5,80.8,11,28,1,0,1,0,2,1,0,NA,0,1,1,0,0,1,"resources, resident perceptions conflicting with public officials",1.3278544384431804e-5,15.73025677833803,21.747384665075632,4.577867896427354,74.1107861257155,0.43711532595237673,2.209262681907086,1795.0625,82.3,South
Jackson County,TX,140.345,5.38,6641.5,143637.38888888888,0.05555555555555555,0.2777777777777778,0,0,0,0.05555555555555555,0,0,0,3079.222222222222,4.883333333333334,14131.5,48239,10,7,7,1,7,-0.02,3,55800,87.1,53.5,84.4,64,22.45,32.75,30.2,14.65,12741,1023,52,78,181,4079,0,718,222,1487,85.4,83.1,19,48,1,0,1,0,1,1,0,NA,1,0,1,0,1,1,"politics, state industry economic influences",1.965663785003558e-5,10.164341286409007,7.239146587411102,28.864593284506245,90.16028022502918,0.5519583908289991,0.367972260552666,15.8125,82.3,South
James City County,VA,458.255,2.42,32111.5,36940.85,0.25,0.2,0,0.1,0,0.05,0,13167.65,0,10876,3.855,66889.5,51095,18,4,6,9,5,1.15,4,92773,121.3,39.3,77.5,72,7.8,19.35,26.9,45.95,54734,8941,1541,207,1585,3024,1453,13693,8811,27832,80.9,78.3,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",2.990005905261663e-6,0.5522667982269265,13.366821399472265,4.520888928755634,81.82749160929593,0.3094656111945821,2.3037995500041113,237.7625,79.6,East
Jasper County,SC,109.43,3.975,11165.5,124434.90105263158,0.3157894736842105,0.3684210526315789,0,0.05263157894736842,0,0.21052631578947367,0,5143.0526315789475,0,7698.637894736842,5.868421052631579,24948,45053,11,5,15,1,5,0.59,4,50790,90.1,49.6,80.5,79,26.5,36.7,23.5,13.25,12643,11540,180,155,259,3752,1632,35038,6616,66159,82.5,80.7,18,45,1,1,0,1,2,1,0,NA,0,1,1,0,0,1,differences between property owners and governance priorities,1.4767558627207749e-5,4.987770604963588,46.25621292287959,15.039281705948374,50.677409010742345,0.6212922879589546,0.7215007215007215,744.2875,81.6,East
Jefferson County,FL,125.41,1.7000000000000002,6688.5,32393,0.05263157894736842,0.10526315789473684,0,0.10526315789473684,0,0,0,32393,0,0,5.610526315789474,14210,12065,8,3,4,0,5,2,4,47192,79.7,52.7,80.6,74,22.4,33.45,24.5,19.6,9126,5356,57,48,174,546,0,14,772,260,81.8,80.7,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",7.407681765991333e-6,2.279591836734694,37.6917663617171,3.842364532019704,64.22237860661507,0.3377902885292048,0.40112596762843067,6.4,81.25,South
Jefferson County,TX,334.145,3.415,107473.5,12816624.661,10.5,3.5,1.05,1.75,0.35,0.15,4571225.7715,7450186.793500001,756603.951,6094.8,7.99,251585,48245,109,22,40,12,7,1.04,4,55173,86.1,52,83,64,18.65,32.5,30.8,18,150885,86570,8921,2374,3519,42899,1692,19257,24831,443920,83,82.3,19,48,1,0,1,0,1,1,0,NA,1,0,1,0,1,1,"politics, state industry economic influences",1.3911799193115647e-5,50.94351674781883,34.409841604229186,17.051493531013374,59.97376632152155,0.943617465270187,3.545918874336705,5238.6125,81.25,South
Jefferson County,WA,489.415,5.645,18199,371821.502,0.4,0.6,0.05,0,0,0.25,79950,0,0,14971.832,7.315,29757,53031,17,4,18,2,9,5.31,6,60556,77,39.5,61.4,56,6.65,23.95,33.05,36.35,27402,253,470,733,1014,848,890,1759,2191,3476,57.8,57,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",2.0163322915616494e-5,12.495261686325906,0.8502201162751623,2.849749638740464,92.08589575562053,2.4632859495244817,1.5794602950566252,16.0625,81.25,West
Jefferson Davis Parish,LA,197,2.865,13659.5,133020.0705,1.5,0.4,0,0.15,0.05,0.15,0,99043.35,7577.8,25210.43,5.57,31438,22053,17,4,14,8,7,-1.04,3,47988,93.9,52.8,82.5,70,24.65,40.8,21.15,13.4,25344,5494,64,166,526,538,325,6482,10483,22267,81.7,82.8,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",1.2723455690565558e-5,4.231187432406641,17.475666390991794,1.7113047903810674,80.61581525542337,0.5280234111584706,0.2035752910490489,147.3,82.25,South
Jefferson Parish,LA,420.05,3.315,188605,18453892.359,85.95,3.7,0.3,2.65,0.1,0.3,1448204.446,14646470.146,85969.45,40792.2,4.845,434176.5,22051,169,17,42,39,7,0.18,4,55909,109.4,52.9,81.9,80,17.5,30.4,27.9,24.15,290665,115821,17091,2586,6367,53702,14524,40674,42165,47413,82.8,82.2,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",8.521879926711834e-6,42.503204017260266,26.676017702478138,12.368702589845373,66.94627645669445,0.5956103105534271,3.936417562903566,65.6,82.5,South
Jones County,NC,149.60000000000002,3.88,4928.5,352338.05,1.85,0.35,0,0.1,0.2,0.05,0,8745.4,342144.4,1448.25,6.425,10021,37103,6,3,12,0,5,-1.59,3,46275,80.6,45,79.6,78,23.35,35.4,30.45,10.85,6581,3294,32,71,175,398,45,146,211,354,81,78.5,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,3.492665402654426e-5,35.159969064963576,32.870970960981936,3.9716595150184615,65.67208861391079,0.7085121245384692,0.31932940824269035,1.7875,79.75,East
Kent County,DE,260.855,2.815,68938.5,16656.95,0.1,0.2,0.05,0,0.05,0.1,2826.95,0,9750,4080,5.25,161518.5,10001,83,15,23,2,5,-0.07,3,58804,83.6,35.1,77,70,16.6,32.9,29.3,21.15,112801,39760,3406,1135,5177,9346,2488,23349,15628,56903,79.7,75.4,4,10,1,0,1,0,2,0,0,NA,0,1,1,0,1,1,"local political support, public perceptions, lack of trust in public institutions",1.2382482502004414e-6,0.10312719595588123,24.616375213984774,5.786334073186663,69.83782043543,0.7027058819887505,2.108736770091352,515.9375,75.80000000000001,Northeast
Kent County,MD,184.03,1.69,10662.5,33574.598,0.15,0.2,0,0,0,0.05,0,0,0,750,5.335,19705,24029,13,5,8,3,5,-0.23,3,65615,75.7,34.1,77.3,65,16.3,32.85,22.4,28.4,16540,3099,180,46,330,907,46,283,555,699,80.2,76.2,9,24,1,0,0,0,2,0,0,NA,0,1,3,13,1,2,"resources, and political divides, perceived risk differences",1.0149708195889368e-5,1.7038618624714539,15.726972849530577,4.602892666835828,83.93808678000508,0.23344328850545548,0.9134737376300432,1.8,75.80000000000001,East
Kent County,RI,592.805,4.02,74077.5,51404.21,0.2,0.8,0,0.25,0.1,0.25,0,11988.4,27993,6970.15,6.175,166398,44003,94,6,33,1,1,1.3,4,74230,105.5,28.4,72.1,67,11.95,29.55,29.45,29.05,156935,2650,3474,510,2582,5309,1232,5256,17503,20521,74.8,70.2,17,44,1,1,1,0,2,1,1,7,0,1,2,3,1,3,resources,4.807750093150159e-6,0.30892324426976286,1.5925672183559898,3.190543155566774,94.31303260856501,0.3064940684383226,2.087765477950456,37.725,75.80000000000001,Northeast
King and Queen County,VA,119.15,2.97,3465,0,0,0,0,0,0,0,0,0,0,0,4.9875,6993,51097,3,1,8,0,5,-0.13,3,54185,70.9,37.5,77.5,72,21.85,37.15,24.05,16.95,4711,1976,17,121,120,184,70,766,511,1968,80.2,77.5,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",0,0,28.25682825682826,2.6312026312026315,67.36736736736736,1.7303017303017303,0.2431002431002431,18.2125,78.85,East
King County,WA,941.9449999999999,7.515000000000001,893262,2127209.2865,17.4,3.35,0.25,0.65,0.75,0.65,270567.72250000003,515482.0855,655498.129,89877.2365,4.97,1925181.5,53033,710,45,187,151,9,4.53,5,102338,130.1,41.2,66.1,49,8.3,17.1,28.35,46.25,1396927,124232,286648,20237,102566,172378,10300,31510,14660,89803,60.8,60.9,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",1.7400956740961828e-6,1.1049396051748888,6.453001963710954,8.953857077891097,72.56079491725845,1.0511736166174461,14.889401336964852,939.2875,60.849999999999994,West
King George County,VA,167.385,3.14,9849.5,125433.85,0.1,0.15,0.05,0,0.05,0,116438.5,0,6962.95,0,4.375,23515.5,51099,6,1,5,0,5,-0.17,3,85657,112,35.4,76.9,72,13.15,29.45,27.55,29.8,18265,4268,278,131,642,790,135,2642,5235,14096,80.9,76.8,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",6.378771448618996e-6,5.334092407135719,18.149731028470583,3.3594862962726713,77.67217367268398,0.5570793731793924,1.182198975144054,110.7625,78.85,East
King William County,VA,193.91,2.4850000000000003,6710,15904.25,0.1,0.15,0,0.05,0.05,0.05,0,5495,4159.25,6250,4.19,15872.5,51101,7,3,4,2,5,-0.06,3,73035,95.5,37.5,77.5,72,14.4,36.25,31.45,17.9,12378,2837,124,235,360,324,196,1904,2692,4404,80.4,77.6,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",9.450307134981887e-6,1.002000315010238,17.873680894629075,2.0412663411560876,77.98393447787053,1.480548117813829,0.7812253898251693,21.4,79,East
Kings County,NY,1038.78,7.305,1023791,5289037,0,0.15,0.05,0,0,0,5000000,0,0,0,7.075,2498789.5,36047,878,30,72,25,2,-0.17,3,66501,92.3,32.2,76.6,63,24.4,26.2,19.7,29.65,1240321,914067,269251,26144,54644,496285,6377,585830,731906,3270734,79.9,75.3,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",6.002906607379293e-8,2.11663967693157,36.58039222591579,19.861016704288218,49.63687417447528,1.0462666022888283,10.775257379623215,31735.35,77.6,Northeast
Kitsap County,WA,563.48,5.71,110427.5,114007.1,1,0.35,0,0,0,0.15,0,0,0,13957.15,6.175,250240.5,53035,115,10,49,29,9,2.61,5,79268,100.8,39.7,65.9,49,7.2,23.8,39.7,29.25,211302,6896,12651,4369,15836,15686,5919,9425,9534,21071,64.5,63.3,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",1.3986544943764097e-6,0.4555901223023452,2.755748969491349,6.2683698282252465,84.43956913449261,1.7459204245515816,5.055536573815989,144.2125,63.9,West
Kleberg County,TX,172.655,2.96,13255.5,590836.3,0.15,0.15,0,0,0,0,0,0,0,0,5.775,31391.5,48273,26,6,7,1,7,3.15,5,47169,73.7,56.3,84.8,43,26.7,24.9,26,22.5,29297,1316,786,255,407,22495,20,829,362,2759,86.4,84,19,48,1,0,1,0,1,1,0,NA,1,0,1,0,1,1,"politics, state industry economic influences",4.778363569756144e-6,18.821537677396748,4.192217638532724,71.65952566777631,93.32781166876384,0.8123218068585445,2.50386251055222,29.9625,85.2,South
Knox County,ME,263.91499999999996,1.625,24171.5,0,0,0,0,0,0,0,0,0,0,0,4.615,39835,23013,32,9,28,1,1,2.06,4,55910,95,23.3,66.9,75,9.45,34.65,25.95,29.85,38675,199,187,144,529,337,534,1142,1600,2385,69.7,66,8,23,1,0,1,1,2,1,1,15,1,0,2,17,1,3,local political differences,0,0,0.49956068783732893,0.8459897075436174,97.08798795029496,0.3614911509978662,0.46943642525417345,9.8125,67.85,Northeast
Lafourche Parish,LA,245.04000000000002,2.185,39985,1612363.7825,4.7,2.3,0.5,1.35,0.2,0.15,464944.8755,748023.2069999999,98478,17500,4.85,96412.5,22057,40,6,29,12,7,0.11,4,54145,105.9,54.3,81.7,80,27.75,39.25,18.4,14.65,78302,12827,732,2817,1620,3647,15781,139420,217510,220280,83,82,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",2.385582782315571e-5,16.723596862440036,13.304291455983405,3.782704524828212,81.21561000907559,2.921820303383897,0.7592376507195644,34.625,82.5,South
Lancaster County,VA,177.69,2.005,7592.5,104384.82,1.05,0.3,0,0.25,0,0,0,103884.82,0,0,6.385,11381.5,51103,6,3,7,1,5,1.33,4,55072,72,38.6,77.9,72,17.6,29.3,25.1,28,8011,3190,65,22,103,118,464,1306,3018,2544,80.2,77.5,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",2.6358564336862452e-5,9.171446645872688,28.027940078197073,1.036770197249923,70.38615296753503,0.19329613847032465,0.5711022272986864,5.925,78.85,East
Lane County,OR,627.765,4.12,159993.5,127190.5445,0.1,0.9,0.55,0.05,0,0.1,97310.75,5193.55,0,8420.6875,6.93,351385,41039,138,24,80,9,9,4.29,5,57212,85.4,39.4,66.9,45,10.3,24.55,37.2,28,320558,3600,8517,4675,14320,26167,109,527,412,1802,63.4,62.9,16,41,1,0,1,0,1,1,0,NA,0,0,1,11,1,1,conflicting and partisan perceptions of need/economic development,2.5612931684619435e-6,0.3619691919120054,1.0245172673847773,7.446817593238187,91.22700172175819,1.3304495069510651,2.423837101754486,17.375,63.15,West
Lee County,FL,366.99,8.379999999999999,379656.5,2524558.1,1.75,2.65,0.6,0.8,0,0.05,916657.3,895330.55,0,6330,5.92,616373,12071,174,34,101,8,5,5.23,6,62364,105.3,63.5,82.5,72,14.65,31.75,28.9,24.65,544109,53356,8970,3171,9108,113308,13808,809104,184312,2812488,83.3,81.9,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",4.29934471496967e-6,4.0958284999505175,8.656446664600818,18.383024564671068,88.27593032141252,0.5144612109875027,1.4552876261614314,32852.2,82.6,South
